Id ,Year,Car_Name,Price,Location,Fuel_Type,Gear_Type
732,2018,Honda WR-V VX Diesel,"8,35,000",Delhi,Diesel,Manual
733,2014,Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,"3,50,000",Delhi,Petrol,Manual
734,2016,Maruti Suzuki Swift LXi,"3,40,000",Gurugram,Petrol,Manual
735,2018,Maruti Suzuki Swift ZXi,"5,00,000",Gurugram,Petrol,Manual
736,2017,Mahindra KUV100 K4 5 STR,"2,80,000",Gurugram,Petrol,Manual
737,2020,Honda City VX CVT i-VTEC,"12,50,000",Delhi,Petrol,Automatic
738,2023,Toyota Rumion V AT,"14,60,000",Delhi,Petrol,Automatic
739,2017,Maruti Suzuki Baleno Delta 1.3,"5,90,000",Gurugram,Diesel,Manual
740,2024,Hyundai Grand i10 Nios Era 1.2 Kappa VTVT,"6,30,000",Delhi,Petrol,Manual
741,2014,Honda City 1.5 S MT,"5,90,000",Delhi,Petrol,Manual
742,2019,Toyota Innova Crysta 2.7 GX 7 STR,"17,70,000",Delhi,Petrol,Manual
743,2022,Renault Triber RXT,"7,10,000",Delhi,Petrol,Manual
744,2022,Mahindra Bolero B6 (O),"10,90,000",Delhi,Diesel,Manual
745,2021,Kia Seltos HTX 1.5 Diesel,"13,30,000",Delhi,Diesel,Manual
746,2019,Hyundai Grand i10 Nios Sportz AMT 1.2 CRDi,"7,10,000",Delhi,Diesel,Automated Manual Transmission
747,2021,MG Hector Sharp 1.5 Petrol CVT,"16,70,000",Delhi,Petrol,Automatic
748,2022,MG Hector Shine 1.5 Petrol Turbo MT,"15,20,000",Delhi,Petrol,Manual
749,2023,Hyundai Verna SX (O) 1.5 Turbo Petrol MT,"16,40,000",Delhi,Petrol,Manual
750,2014,Maruti Suzuki Swift DZire LXi,"3,50,000",Gurugram,Petrol,Manual
751,2015,Maruti Suzuki Ciaz VXi Plus,"4,80,000",Gurugram,Petrol,Manual
752,2019,Tata Tiago Revotorq XT,"4,00,000",Gurugram,Diesel,Manual
753,2023,Hyundai Verna SX (O) 1.5 Turbo Petrol DCT,"17,80,000",Delhi,Petrol,Automatic
754,2021,Maruti Suzuki Ignis Sigma 1.2 MT,"5,00,000",Gurugram,Petrol,Manual
755,2024,Hyundai Verna SX 1.5 VTVT IVT,"15,00,000",Delhi,Petrol,Automatic
756,2016,Maruti Suzuki Wagon R VXi,"2,50,000",Gurugram,Petrol,Manual
757,2017,Maruti Suzuki Ciaz ZDi+ SHVS,"7,90,000",Delhi,Diesel,Manual
758,2023,Mahindra Scorpio N Z2 Petrol 7 STR,"15,70,000",Delhi,Petrol,Manual
759,2022,Toyota Urban Cruiser High MT,"7,20,000",Gurugram,Petrol,Manual
760,2019,Hyundai Venue SX 1.0 Turbo,"8,55,000",Delhi,Petrol,Manual
761,2017,Maruti Suzuki Swift DZire LXi Opt,"4,25,000",Gurugram,Petrol,Manual
762,2021,Kia Seltos HTX 1.5 Petrol,"13,95,000",Delhi,Petrol,Manual
763,2013,Volkswagen Vento Highline Petrol AT,"4,85,000",Delhi,Petrol,Automatic
764,2022,Hyundai Aura S 1.2 CNG Petrol,"8,35,000",Delhi,Petrol + Cng,Manual
765,2014,Toyota Corolla Altis D 4D GL,"5,00,000",Gurugram,Diesel,Manual
766,2017,Honda Jazz V AT,"5,50,000",Gurugram,Petrol,Automatic
767,2017,Volkswagen Polo Comfortline 1.2L (P),"4,45,000",Delhi,Petrol,Manual
768,2019,Maruti Suzuki Vitara Brezza VDi Opt,"7,75,000",Delhi,Diesel,Manual
769,2017,Tata Tiago Revotorq XZ,"4,85,000",Delhi,Diesel,Manual
770,2015,Honda Mobilio S i-DTEC,"4,65,000",Delhi,Diesel,Manual
771,2016,Maruti Suzuki Swift DZire VDi,"5,35,000",Delhi,Diesel,Manual
772,2015,Maruti Suzuki Ciaz ZDi+ SHVS,"7,85,000",Delhi,Diesel,Manual
773,2020,Maruti Suzuki Celerio VXi CNG BS6,"4,50,000",Gurugram,Petrol + Cng,Manual
774,2016,Toyota Etios Liva V,"3,50,000",Gurugram,Petrol,Manual
775,2012,Toyota Etios G,"2,49,000",Gurugram,Petrol,Manual
776,2023,Citroen C3 Aircross Max 7 STR,"10,00,000",Delhi,Petrol,Manual
777,2014,Maruti Suzuki Swift DZire VXi,"4,00,000",Gurugram,Petrol,Manual
778,2019,Maruti Suzuki Eeco 5 STR CNG With HTR,"4,60,000",Delhi,Petrol + Cng,Manual
779,2016,Hyundai Creta 1.6 SX AT Diesel,"11,65,000",Delhi,Diesel,Automatic
780,2014,Hyundai Eon Era +,"2,68,000",Delhi,Petrol,Manual
781,2023,Hyundai i20 Asta (O) 1.2 MT,"9,30,000",Delhi,Petrol,Manual
782,2019,Hyundai Verna 1.6 VTVT SX,"10,65,000",Delhi,Petrol,Manual
783,2018,Mahindra Scorpio S5 2WD,"9,80,000",Delhi,Diesel,Manual
784,2018,Maruti Suzuki Baleno Delta 1.2,"6,85,000",Delhi,Petrol,Manual
785,2010,Maruti Suzuki SX4 VXi,"1,35,000",Delhi,Petrol,Manual
786,2024,Mahindra Scorpio N Z4 Diesel MT 2WD 7 STR E,"18,30,000",Delhi,Diesel,Manual
787,2021,Maruti Suzuki Vitara Brezza VXi,"7,75,000",Delhi,Petrol,Manual
788,2017,Honda BR-V V Petrol,"5,95,000",Delhi,Petrol,Manual
789,2017,Maruti Suzuki Wagon R LXi CNG,"3,85,000",Gurugram,Petrol + Cng,Manual
790,2016,Maruti Suzuki Swift DZire ZXi,"4,65,000",Gurugram,Petrol,Manual
791,2017,Maruti Suzuki Celerio VXi,"3,60,000",Gurugram,Petrol,Manual
792,2014,Maruti Suzuki Wagon R LXi,"2,65,000",Gurugram,Petrol,Manual
793,2024,Toyota Glanza G CNG,"9,20,000",Gurugram,Cng,Manual
794,2018,Maruti Suzuki Wagon R LXi CNG,"3,85,000",Gurugram,Petrol + Cng,Manual
795,2020,Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,"5,60,000",Delhi,Petrol,Manual
796,2018,Hyundai Creta 1.6 SX AT Petrol,"10,00,000",Delhi,Petrol,Automatic
797,2017,Skoda Rapid Ambition Plus 1.5 TDI CR,"5,75,000",Delhi,Diesel,Manual
798,2018,Mahindra TUV300 T10,"5,99,000",Delhi,Diesel,Manual
799,2020,Tata Harrier XZ,"13,50,000",Delhi,Diesel,Manual
800,2016,Chevrolet Cruze 2.0 LTZ MT,"4,90,000",Delhi,Diesel,Manual
801,2015,Mahindra Scorpio S8 7 Seater,"6,75,000",Delhi,Diesel,Manual
802,2016,Mahindra Scorpio S4 Plus,"7,75,000",Delhi,Diesel,Manual
803,2017,Mahindra XUV500 W10,"7,45,000",Delhi,Diesel,Manual
804,2019,Hyundai Creta 1.4 E+ Diesel,"7,80,000",Delhi,Diesel,Manual
805,2018,Force Gurkha Xplorer,"8,25,000",Delhi,Diesel,Manual
806,2016,Maruti Suzuki Vitara Brezza ZDi,"4,85,000",Gurugram,Diesel,Manual
807,2017,Hyundai Creta 1.6 SX AT Diesel,"6,50,000",Gurugram,Diesel,Automatic
808,2019,MG Hector Sharp 2.0 Diesel,"12,95,000",Delhi,Diesel,Manual
809,2017,Toyota Innova Crysta 2.4 G 7 STR,"12,50,000",Gurugram,Diesel,Manual
810,2020,Maruti Suzuki XL6 Zeta MT Petrol,"8,95,000",Delhi,Petrol,Manual
811,2020,Mahindra Scorpio S11 BS6,"14,00,000",Gurugram,Diesel,Manual
812,2015,Mahindra XUV500 W4,"3,99,000",Delhi,Diesel,Manual
813,2019,Maruti Suzuki Baleno Delta 1.2,"5,25,000",Gurugram,Petrol,Manual
814,2018,Honda City ZX CVT i-VTEC,"9,50,000",Delhi,Petrol,Automatic
815,2019,Honda City ZX CVT i-VTEC,"10,30,000",Delhi,Petrol,Automatic
816,2017,Maruti Suzuki Ertiga ZDi + SHVS,"7,80,000",Delhi,Diesel,Manual
817,2022,Maruti Suzuki Ciaz Sigma 1.5,"8,50,000",Delhi,Petrol,Manual
818,2016,Hyundai Creta 1.6 SX Opt Petrol,"8,10,000",Delhi,Petrol,Manual
819,2018,Tata Nexon XZA Plus Petrol,"6,80,000",Delhi,Petrol,Automated Manual Transmission
820,2019,Hyundai i20 Asta 1.2,"5,95,000",Delhi,Petrol,Manual
821,2019,Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,"5,30,000",Delhi,Petrol,Manual
822,2017,Mahindra XUV500 W6,"7,50,000",Delhi,Diesel,Manual
823,2016,Volkswagen Ameo Highline 1.2L (P),"3,70,000",Delhi,Petrol,Manual
824,2011,Honda Jazz V i-VTEC,"2,50,000",Delhi,Petrol,Manual
825,2018,Maruti Suzuki Baleno Delta 1.2,"5,40,000",Delhi,Petrol,Manual
826,2014,Honda Amaze 1.2 S i-VTEC,"2,90,000",Delhi,Petrol,Manual
827,2012,Honda Jazz 1.2 V i-VTEC,"2,80,000",Delhi,Petrol,Manual
828,2011,Hyundai Verna 1.6 SX,"2,90,000",Delhi,Petrol,Manual
829,2014,Hyundai Grand i10 Asta AT,"3,60,000",Delhi,Petrol,Automatic
830,2015,Ford EcoSport TITANIUM 1.5 TI VCT AT,"3,90,000",Delhi,Petrol,Automatic
831,2017,Hyundai i20 Sportz 1.2,"4,90,000",Delhi,Petrol,Manual
832,2016,Volkswagen Polo Comfortline 1.2L (P),"3,90,000",Delhi,Petrol,Manual
833,2015,Volkswagen Vento Highline Petrol AT,"5,40,000",Delhi,Petrol,Automatic
834,2014,Ford EcoSport TITANIUM 1.0 ECOBOOST,"3,70,000",Delhi,Petrol,Manual
835,2016,Maruti Suzuki Baleno Zeta 1.2,"6,85,000",Delhi,Petrol,Manual
836,2023,Maruti Suzuki Brezza ZXi S CNG,"12,75,000",Delhi,Cng,Manual
837,2011,Hyundai Verna SX OPT AT,"3,30,000",Delhi,Petrol,Automatic
838,2012,Nissan Micra XL PETROL,"1,90,000",Delhi,Petrol,Manual
839,2017,Maruti Suzuki Vitara Brezza ZDi,"5,00,000",Gurugram,Diesel,Manual
840,2018,Maruti Suzuki Swift VXi AMT,"5,50,000",Delhi,Petrol,Automated Manual Transmission
841,2011,Honda Jazz S i-VTEC,"2,40,000",Delhi,Petrol,Manual
842,2017,Honda WR-V S Petrol,"5,40,000",Delhi,Petrol,Manual
843,2019,Maruti Suzuki Baleno Sigma 1.2,"5,40,000",Delhi,Petrol,Manual
844,2010,Nissan Micra XL PETROL,"1,60,000",Delhi,Petrol,Manual
845,2016,Maruti Suzuki Baleno Delta 1.2,"4,60,000",Delhi,Petrol,Manual
846,2019,Maruti Suzuki Celerio VXi CNG,"4,65,847",Delhi,Petrol + Cng,Manual
847,2019,Mahindra Scorpio S9 2WD 8 SEATER,"12,95,000",Gurugram,Diesel,Manual
848,2015,Maruti Suzuki Ertiga VXi,"5,75,000",Gurugram,Petrol,Manual
849,2021,Maruti Suzuki Ertiga VXI Smart Hybrid,"9,45,000",Gurugram,Petrol,Manual
850,2020,Maruti Suzuki Ertiga VXI Smart Hybrid,"8,75,000",Gurugram,Petrol,Manual
851,2021,Mahindra Thar LX 4 STR Convertible Petrol AT BS6,"12,45,000",Gurugram,Petrol,Automatic
852,2022,Hyundai Aura S 1.2 CNG Petrol,"7,90,000",Delhi,Petrol + Cng,Manual
853,2022,MG Hector Shine 1.5 Petrol Turbo CVT,"15,75,000",Gurugram,Petrol,Automatic
854,2017,Mahindra XUV500 W10 AT,"8,45,000",Gurugram,Diesel,Automatic
855,2021,Maruti Suzuki Ertiga VXI CNG,"10,60,000",Delhi,Petrol + Cng,Manual
856,2019,Mahindra XUV500 W7,"9,95,000",Gurugram,Diesel,Manual
857,2011,Hyundai i20 Magna 1.2 (O),"2,00,000",Delhi,Petrol,Manual
858,2019,Maruti Suzuki Swift VXi AMT,"5,85,000",Delhi,Petrol,Automated Manual Transmission
859,2014,Nissan Micra XL PETROL,"2,40,000",Delhi,Petrol,Manual
860,2021,Maruti Suzuki Swift VXi AGS BS6,"6,60,000",Delhi,Petrol,Automated Manual Transmission
861,2018,Mahindra XUV500 W5,"8,35,000",Gurugram,Diesel,Manual
862,2015,Datsun GO T,"2,00,000",Delhi,Petrol,Manual
863,2017,Toyota Innova Crysta 2.8 GX AT 7 STR,"12,95,000",Gurugram,Diesel,Automatic
864,2015,Tata Safari Storme 2.2 VX 4x2 Varicor400,"4,80,000",Delhi,Diesel,Manual
865,2019,MG Hector Sharp 1.5 DCT Petrol,"13,70,000",Delhi,Petrol,Automatic
866,2022,Kia Carens Luxury Plus 1.5 Diesel 6 STR,"14,95,000",Gurugram,Diesel,Manual
867,2011,Maruti Suzuki SX4 VXi,"1,90,000",Delhi,Petrol,Manual
868,2018,Mahindra TUV300 T10 AMT,"5,45,000",Gurugram,Diesel,Automated Manual Transmission
869,2018,Renault Duster 110 PS RXZ,"5,75,000",Gurugram,Diesel,Manual
870,2018,Tata Nexon XZA Plus Petrol,"6,95,000",Gurugram,Petrol,Automated Manual Transmission
871,2020,Tata Tiago Revotorq XM,"5,00,000",Delhi,Diesel,Manual
872,2023,Maruti Suzuki Grand Vitara Zeta Smart Hybrid AT,"14,45,000",Gurugram,Hybrid,Automatic
873,2014,Hyundai i20 Magna 1.2,"2,95,000",Delhi,Petrol,Manual
874,2016,Mahindra KUV100 K6+ 5 STR,"2,90,000",Delhi,Petrol,Manual
875,2021,Mahindra XUV300 W8 Petrol,"7,95,000",Gurugram,Petrol,Manual
876,2014,Honda Amaze 1.2 S i-VTEC,"3,40,000",Delhi,Petrol,Manual
877,2023,Mahindra XUV300 W6 Petrol,"9,35,000",Gurugram,Petrol,Manual
878,2013,Hyundai Eon Era +,"1,90,000",Delhi,Petrol,Manual
879,2016,Mitsubishi Pajero Sport 4X2 AT,"9,95,000",Gurugram,Diesel,Automatic
880,2016,Hyundai Creta 1.6 SX+ Petrol,"7,45,000",Gurugram,Petrol,Manual
881,2012,Hyundai Verna 1.6 SX,"3,50,000",Delhi,Petrol,Manual
882,2014,Volkswagen Polo Highline 1.2L (P),"3,30,000",Delhi,Petrol,Manual
883,2014,Maruti Suzuki Celerio Vxi AMT,"3,20,000",Delhi,Petrol,Automated Manual Transmission
884,2018,Hyundai Creta 1.6 SX+ AT Diesel,"10,70,000",Gurugram,Diesel,Automatic
885,2012,Nissan Micra XL PETROL,"1,80,000",Delhi,Petrol,Manual
886,2016,Volkswagen Vento 1.2L TSI Highline Plus AT,"6,45,000",Gurugram,Petrol,Automatic
887,2016,Ford Figo Trend 1.2 Ti-VCT,"2,90,000",Delhi,Petrol,Manual
888,2016,Maruti Suzuki Baleno Delta 1.2,"5,75,000",Delhi,Petrol,Manual
889,2015,Honda Jazz VX i-VTEC,"3,70,000",Delhi,Petrol,Manual
890,2018,Tata Tiago Revotron XZ,"4,85,000",Delhi,Petrol,Manual
891,2022,Tata Punch Pure MT,"5,75,000",Delhi,Petrol,Manual
892,2017,Skoda Superb 1.8 L&K TSI AT,"15,25,000",Gurugram,Petrol,Automatic
893,2014,Honda City SV i-VTEC,"5,25,000",Delhi,Petrol,Manual
894,2013,Ford Figo Duratorq ZXI 1.4,"1,75,000",Delhi,Diesel,Manual
895,2014,Hyundai Xcent S 1.2,"3,35,000",Delhi,Petrol,Manual
896,2016,Skoda Superb 1.8 L&K TSI AT,"10,95,000",Gurugram,Petrol,Automatic
897,2019,Hyundai Venue SX 1.0 (O) Petrol,"8,60,000",Delhi,Petrol,Manual
898,2016,Ford EcoSport Trend 1.5L TDCi,"3,70,000",Delhi,Diesel,Manual
899,2023,Maruti Suzuki Grand Vitara Delta Smart Hybrid,"13,75,000",Delhi,Hybrid,Manual
900,2015,Hyundai Verna 1.6 VTVT S (O) AT,"5,85,000",Gurugram,Petrol,Automatic
901,2015,Hyundai Verna 1.6 SX,"5,95,000",Gurugram,Petrol,Manual
902,2014,Honda City SV i-VTEC,"4,95,000",Gurugram,Petrol,Manual
903,2019,Honda City V CVT i-VTEC,"9,25,000",Gurugram,Petrol,Automatic
904,2020,Ford EcoSport Titanium + 1.5L Ti-VCT AT,"8,75,000",Delhi,Petrol,Automatic
905,2017,Maruti Suzuki Baleno Zeta AT 1.2,"5,25,000",Gurugram,Petrol,Automatic
906,2022,Toyota Glanza V MT,"6,75,000",Gurugram,Petrol,Manual
907,2019,Maruti Suzuki Wagon R ZXI 1.2,"4,95,000",Gurugram,Petrol,Manual
908,2022,Tata Tiago XZ Plus CNG,"6,95,000",Gurugram,Petrol + Cng,Manual
909,2018,Honda Jazz VX CVT i-VTEC,"6,75,000",Gurugram,Petrol,Automatic
910,2015,Honda Jazz 1.2 V i-VTEC,"5,85,000",Delhi,Petrol,Manual
911,2019,Maruti Suzuki Celerio VXi CNG,"4,55,000",Delhi,Petrol + Cng,Manual
912,2019,Honda Civic ZX CVT i-VTEC,"15,25,000",Delhi,Petrol,Automatic
913,2021,Tata Altroz XZ Petrol,"6,50,000",Delhi,Petrol,Manual
914,2018,Maruti Suzuki Ignis Delta 1.2 MT,"4,10,000",Delhi,Petrol,Manual
915,2021,Maruti Suzuki Wagon R LXi 1.0 CNG BS6,"5,50,000",Delhi,Petrol + Cng,Manual
916,2023,Maruti Suzuki Swift ZXi AGS,"8,25,000",Delhi,Petrol,Automated Manual Transmission
917,2017,Maruti Suzuki Ignis Sigma 1.2 MT,"3,90,000",Delhi,Petrol,Manual
918,2020,Maruti Suzuki Ciaz Delta 1.5 MT Petrol,"7,90,000",Delhi,Petrol,Manual
919,2013,Volkswagen Vento Trendline Petrol,"3,30,000",Delhi,Petrol,Manual
920,2013,Honda Accord 2.4 AT,"4,80,000",Delhi,Petrol,Automatic
921,2018,Maruti Suzuki Swift VXi,"5,20,000",Delhi,Petrol,Manual
922,2022,Hyundai Venue SX 1.2 Petrol,"8,50,000",Delhi,Petrol,Manual
923,2012,Maruti Suzuki Swift LXi,"2,75,000",Delhi,Petrol,Manual
924,2015,Maruti Suzuki Swift DZire VDi,"3,90,000",Delhi,Diesel,Manual
925,2016,Mahindra TUV300 T6,"4,90,000",Delhi,Diesel,Manual
926,2019,Toyota Camry Hybrid,"34,00,000",Delhi,Hybrid,Automatic
927,2021,Mahindra Thar LX 4 STR Convertible Diesel MT BS6,"13,50,000",Gurugram,Diesel,Manual
928,2019,Mahindra Scorpio S11 2WD 7 SEATER,"15,00,000",Delhi,Diesel,Manual
929,2014,Volkswagen Polo 1.2 TDI Highline,"4,35,000",Delhi,Diesel,Manual
930,2020,Maruti Suzuki Celerio VXi BS6,"4,75,000",Gurugram,Petrol,Manual
931,2021,Kia Seltos HTK Plus 1.5 Diesel,"10,90,000",Gurugram,Diesel,Manual
932,2018,Skoda Superb 1.8 L&K TSI AT,"19,00,000",Gurugram,Petrol,Automatic
933,2017,Toyota Etios Cross 1.2 G,"5,00,000",Delhi,Petrol,Manual
934,2019,Maruti Suzuki Ciaz Alpha 1.4 AT,"8,85,000",Delhi,Petrol,Automatic
935,2021,Kia Seltos HTK 1.5 Petrol,"11,75,000",Delhi,Petrol,Manual
936,2019,Toyota Innova Crysta 2.4 G 7 STR,"16,85,000",Delhi,Diesel,Manual
937,2020,Kia Carnival Premium 7 STR,"21,40,000",Delhi,Diesel,Automatic
938,2020,Toyota Yaris J MT,"8,35,000",Delhi,Petrol,Manual
939,2021,Kia Sonet HTK Plus 1.2,"8,85,000",Delhi,Petrol,Manual
940,2018,Maruti Suzuki Swift LXi,"5,25,000",Delhi,Petrol,Manual
941,2015,Hyundai Grand i10 Magna 1.2 Kappa VTVT,"3,65,000",Delhi,Petrol,Manual
942,2022,Tata Nexon XM (S) Petrol,"8,25,000",Delhi,Petrol,Manual
943,2022,Tata Safari XT Plus Diesel,"17,25,000",Delhi,Diesel,Manual
944,2023,Hyundai Creta SX 1.5 Petrol,"15,65,000",Delhi,Petrol,Manual
945,2015,Maruti Suzuki Swift DZire VXi,"4,15,000",Delhi,Petrol,Manual
946,2021,Kia Carnival Premium 7 STR,"22,00,000",Delhi,Diesel,Automatic
947,2023,Mahindra Bolero Neo N10,"10,35,000",Delhi,Diesel,Manual
948,2013,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,"2,70,000",Delhi,Petrol,Manual
949,2018,Skoda Rapid 1.6 MPI STYLE AT,"5,75,000",Delhi,Petrol,Automatic
950,2019,Isuzu MU-X 4x2,"16,50,000",Delhi,Diesel,Automatic
951,2012,Maruti Suzuki Alto VXi,"3,10,000",Delhi,Petrol,Manual
952,2012,Maruti Suzuki Swift VDi,"3,30,000",Delhi,Diesel,Manual
953,2023,Maruti Suzuki Swift LXi,"6,30,000",Gurugram,Petrol,Manual
954,2019,Maruti Suzuki Wagon R LXi CNG,"3,90,000",Gurugram,Petrol + Cng,Manual
955,2018,Maruti Suzuki Baleno Alpha 1.2,"4,00,000",Gurugram,Petrol,Manual
956,2019,Tata Tiago Revotorq XM,"3,50,000",Gurugram,Diesel,Manual
957,2017,Maruti Suzuki Ignis Delta 1.2 MT,"3,90,000",Gurugram,Petrol,Manual
958,2021,Maruti Suzuki Baleno Delta 1.2 CVT,"6,60,000",Gurugram,Petrol,Automatic
959,2017,Hyundai Grand i10 Sportz 1.1 CRDi,"4,10,000",Gurugram,Diesel,Manual
960,2018,Ford EcoSport TITANIUM 1.0 ECOBOOST OPT,"5,90,000",Gurugram,Petrol,Manual
961,2021,Toyota Urban Cruiser High MT,"7,90,000",Faridabad,Petrol,Manual
962,2018,Maruti Suzuki Vitara Brezza ZDi,"6,60,000",Faridabad,Diesel,Manual
963,2021,Maruti Suzuki Ertiga VXI CNG,"11,00,000",Faridabad,Petrol + Cng,Manual
964,2022,Kia Seltos HTX 1.5 CVT,"15,50,000",Faridabad,Petrol,Automatic
965,2017,Maruti Suzuki Baleno Alpha 1.2,"6,00,000",Faridabad,Petrol,Manual
966,2019,Maruti Suzuki Dzire LXi,"5,20,000",Delhi,Petrol,Manual
967,2016,Maruti Suzuki Swift DZire LXi Opt,"3,96,000",Delhi,Petrol,Manual
968,2016,Renault Duster 110 PS RXL,"4,00,000",Delhi,Diesel,Manual
969,2018,Maruti Suzuki Vitara Brezza ZDi,"6,50,000",Delhi,Diesel,Manual
970,2019,Maruti Suzuki Ertiga VXi CNG,"8,40,000",Delhi,Petrol + Cng,Manual
971,2020,Toyota Innova Crysta 2.4 G 7 STR BS6,"17,10,000",Gurugram,Diesel,Manual
972,2015,Skoda Rapid AMBITION 1.6 TDI CR MT,"3,65,000",Delhi,Diesel,Manual
973,2017,Toyota Innova Crysta 2.4 G 7 STR,"12,75,000",Delhi,Diesel,Manual
974,2018,Ford EcoSport TITANIUM 1.5 TDCI,"6,70,000",Gurugram,Diesel,Manual
975,2020,Mahindra XUV300 W8 Diesel,"8,75,000",Delhi,Diesel,Manual
976,2017,Maruti Suzuki Ertiga ZDi + SHVS,"7,70,000",Delhi,Diesel,Manual
977,2016,Mahindra XUV500 W8 AT,"7,40,000",Delhi,Diesel,Automatic
978,2011,Honda City 1.5 V MT,"2,60,000",Delhi,Petrol,Manual
979,2015,Mahindra TUV300 T8,"4,25,000",Delhi,Diesel,Manual
980,2017,Hyundai Verna 1.6 SX CRDI AT,"8,25,000",Gurugram,Diesel,Automatic
981,2018,Ford Figo 1.2P TITANIUM PLUS MT,"4,50,000",Delhi,Petrol,Manual
982,2014,Toyota Etios Cross 1.4 VD,"3,30,000",Delhi,Diesel,Manual
983,2016,Mahindra Scorpio S6 Plus,"7,25,000",Delhi,Diesel,Manual
984,2020,Maruti Suzuki Wagon R LXi CNG,"4,90,000",Delhi,Petrol + Cng,Manual
985,2015,Mahindra Scorpio S4 Plus,"6,60,000",Delhi,Diesel,Manual
986,2023,Tata Tigor XZ Plus CNG,"7,20,000",Gurugram,Petrol + Cng,Manual
987,2016,Renault Duster 85 PS RXS 4X2 MT,"4,15,000",Delhi,Diesel,Manual
988,2011,Maruti Suzuki Ritz LXi,"1,75,000",Delhi,Petrol,Manual
989,2014,Renault Scala RXL PETROL,"3,50,000",Delhi,Petrol,Manual
990,2017,Honda WR-V VX Diesel,"4,90,000",Delhi,Diesel,Manual
991,2016,Mahindra XUV500 W6,"6,20,000",Gurugram,Diesel,Manual
992,2015,Ford EcoSport AMBIENTE 1.5 TDCI,"3,65,000",Delhi,Diesel,Manual
993,2014,Hyundai Grand i10 Sportz 1.1 CRDi,"2,90,000",Delhi,Diesel,Manual
994,2012,Mahindra XUV500 W8,"3,45,000",Delhi,Diesel,Manual
995,2015,Mahindra XUV500 W8,"5,00,000",Delhi,Diesel,Manual
996,2017,Volkswagen Vento 1.5 TDI Highline AT,"4,90,000",Gurugram,Diesel,Automatic
997,2014,Toyota Etios 1.4 VD,"3,25,000",Delhi,Diesel,Manual
998,2015,Ford EcoSport TITANIUM 1.5 TDCI,"3,70,000",Delhi,Diesel,Manual
999,2014,Mahindra XUV500 W6,"4,30,000",Delhi,Diesel,Manual
1000,2015,Renault Duster 85 PS RXL 4X2 MT,"3,90,000",Delhi,Diesel,Manual
1001,2022,Mahindra XUV700 AX 7 Petrol AT 7 STR,"18,75,000",Delhi,Petrol,Automatic
1002,2013,Mitsubishi Pajero Sport 4X4,"5,90,000",Delhi,Diesel,Manual
1003,2015,Maruti Suzuki Ritz VDi,"2,90,000",Delhi,Diesel,Manual
1004,2015,Force Gurkha Hard Top BS3 4WD,"4,70,000",Delhi,Diesel,Manual
1005,2022,Renault Kiger RXZ 1.0 Turbo MT,"7,25,000",Delhi,Petrol,Manual
1006,2015,Toyota Corolla Altis 1.8 GL,"6,30,000",Gurugram,Petrol,Manual
1007,2020,Mahindra Scorpio S11 BS6,"13,10,000",Delhi,Diesel,Manual
1008,2018,Maruti Suzuki Ciaz Alpha 1.4 MT,"6,90,000",Delhi,Petrol,Manual
1009,2017,Maruti Suzuki Dzire VDi AMT,"5,30,000",Delhi,Diesel,Automatic
1010,2010,Chevrolet Sail U-VA 1.2 LT ABS,"1,30,000",Delhi,Petrol,Manual
1011,2016,Honda Amaze 1.2 S i-VTEC,"3,75,000",Delhi,Petrol,Manual
1012,2015,Maruti Suzuki Ciaz Zdi,"4,50,000",Delhi,Diesel,Manual
1013,2016,Honda Jazz S i-DTEC,"4,30,000",Delhi,Diesel,Manual
1014,2017,Maruti Suzuki Dzire LXi,"5,20,000",Delhi,Petrol,Manual
1015,2012,Honda City 1.5 V MT,"3,40,000",Delhi,Petrol,Manual
1016,2014,Renault Duster 85PS Diesel RxL Optional with Nav,"3,70,000",Delhi,Diesel,Manual
1017,2015,Hyundai Verna 1.4 VTVT,"4,65,000",Delhi,Petrol,Manual
1018,2018,Tata Hexa XM 4x2 7 STR,"7,20,000",Delhi,Diesel,Manual
1019,2015,Hyundai Creta 1.6 S,"6,65,000",Delhi,Petrol,Manual
1020,2022,Toyota Innova Crysta 2.4 GX 7 STR,"18,30,000",Delhi,Diesel,Manual
1021,2016,Mahindra KUV100 K4 D 5 STR,"2,70,000",Delhi,Diesel,Manual
1022,2012,Maruti Suzuki Alto LXi,"1,95,000",Delhi,Petrol,Manual
1023,2015,Nissan Micra XL PETROL,"2,80,000",Delhi,Petrol,Manual
1024,2015,Honda Amaze 1.2 S i-VTEC,"3,50,000",Delhi,Petrol,Manual
1025,2018,Hyundai Elite i20 Magna 1.2,"5,75,000",Delhi,Petrol,Manual
1026,2012,Honda Accord 2.4 ELEGANCE AT,"4,75,000",Delhi,Petrol,Automatic
1027,2015,Honda City 1.5 V MT,"5,60,000",Delhi,Petrol,Manual
1028,2015,Renault Duster 110PS Diesel RXZ Optional with Nav,"3,70,000",Delhi,Diesel,Manual
1029,2021,Nissan Magnite XL Turbo 1.0 CVT,"6,30,000",Delhi,Petrol,Automatic
1030,2021,Maruti Suzuki Swift VXi AGS BS6,"6,75,000",Delhi,Petrol,Automated Manual Transmission
